artist,title,Unnamed: 0,ranking,last_week_rank,peak_position,weeks_on_chart,chart_date
Ella Mai,Ella Mai,2018-10-27_4,4,0,4,1,2018-10-27
Ella Mai,Ready (EP),2018-05-26_40,40,43,40,3,2018-05-26
Elle Varner,Perfectly Imperfect,2012-08-25_2,2,0,2,1,2012-08-25
Elliott Yamin,Elliott Yamin,2007-04-07_11,11,0,11,1,2007-04-07
Elliott Yamin,Let's Get To What's Real,2012-04-28_30,30,0,30,1,2012-04-28
Elliott Yamin,My Kind Of Holiday,2009-03-21_19,19,75,19,8,2009-03-21
Elliott Yamin,Sounds Of The Season: The Elliott Yamin Holiday Collection (EP),2007-12-15_32,32,0,32,1,2007-12-15
Elzhi,Lead Poison,2016-04-16_28,28,0,28,1,2016-04-16
Emeli Sande,Live At The Royal Albert Hall,2013-09-14_21,21,0,21,1,2013-09-14
Emeli Sande,Long Live The Angels,2016-12-03_4,4,0,4,1,2016-12-03
Emeli Sande,Our Version Of Events,2012-06-23_4,4,0,4,1,2012-06-23
Emeli Sande,iTunes Session (EP),2013-05-11_12,12,0,12,1,2013-05-11
Eminem,Curtain Call: The Hits,2005-12-24_2,2,0,2,1,2005-12-24
Eminem,Encore,2004-11-27_1,1,0,1,1,2004-11-27
Eminem,Kamikaze,2018-09-15_1,1,0,1,1,2018-09-15
Eminem,Recovery,2010-07-03_31,31,0,31,1,2010-07-03
Eminem,Relapse,2009-06-06_1,1,0,1,1,2009-06-06
Eminem,Revival,2018-01-06_2,2,1,1,2,2018-01-06
Eminem,The Eminem Show,2002-06-08_1,1,0,1,1,2002-06-08
Eminem,The Marshall Mathers LP,2000-06-10_1,1,78,1,2,2000-06-10
Eminem,The Marshall Mathers LP 2,2013-11-23_1,1,67,1,2,2013-11-23
Eminem,The Slim Shady LP,1999-03-13_3,3,0,3,1,1999-03-13
En Vogue,Born To Sing,1990-05-05_25,25,44,25,2,1990-05-05
En Vogue,EV3,1997-07-05_8,8,0,8,1,1997-07-05
En Vogue,Funky Divas,1992-04-18_19,19,51,19,2,1992-04-18
En Vogue,Masterpiece Theatre,2000-06-10_33,33,0,33,1,2000-06-10
En Vogue,Runaway Love,1993-10-09_17,17,0,17,1,1993-10-09
Enchantment,Enchantment,1977-02-19_39,39,41,39,3,1977-02-19
Enchantment,Journey To The Land Of Enchantment,1979-03-24_40,40,53,40,2,1979-03-24
Enchantment,Once Upon A Dream,1978-01-28_38,38,0,38,1,1978-01-28
Entouch,All Nite,1989-09-02_37,37,41,37,6,1989-09-02
Eric B. & Rakim,Don't Sweat The Technique,1992-07-18_29,29,48,29,2,1992-07-18
Eric B. & Rakim,Follow The Leader,1988-08-20_35,35,0,35,1,1988-08-20
Eric B. & Rakim,Let The Rhythm Hit 'Em,1990-07-14_22,22,83,22,2,1990-07-14
Eric B. & Rakim,Paid In Full,1987-08-15_39,39,0,39,1,1987-08-15
Eric Bellinger,Eric B For President: Term 1,2016-10-01_32,32,0,32,1,2016-10-01
Eric Bellinger,The Rebirth,2014-03-01_25,25,0,25,1,2014-03-01
Eric Benet,A Day In The Life,1999-05-15_6,6,0,6,1,1999-05-15
Eric Benet,Eric Benet,2016-10-29_12,12,0,12,1,2016-10-29
Eric Benet,Hurricane,2005-07-09_27,27,0,27,1,2005-07-09
Eric Benet,Lost In Time,2010-12-18_8,8,0,8,1,2010-12-18
Eric Benet,Love & Life,2008-09-27_2,2,0,2,1,2008-09-27
Eric Benet,The One,2012-06-23_5,5,0,5,1,2012-06-23
Eric Benet,True To Myself,1997-05-17_39,39,48,39,25,1997-05-17
Eric Burdon And War,The Black-Man's Burdon,1971-01-16_40,40,41,40,2,1971-01-16
Eric Gable,Caught In The Act,1989-09-16_40,40,44,40,6,1989-09-16
Eric Roberson,Mister Nice Guy,2011-11-26_14,14,0,14,1,2011-11-26
Eric Roberson,The Box,2014-08-30_19,19,0,19,1,2014-08-30
Erick Sermon,"Chilltown, New York",2004-07-10_16,16,0,16,1,2004-07-10
Erick Sermon,Double Or Nothing,1995-11-25_6,6,86,6,2,1995-11-25
Erick Sermon,No Pressure,1993-11-06_2,2,0,2,1,1993-11-06
Erick Sermon,React,2002-12-07_13,13,0,13,1,2002-12-07
Erick Sermon,[Music],2001-11-17_8,8,0,8,1,2001-11-17
Erykah Badu,Baduizm,1997-03-01_1,1,0,1,1,1997-03-01
Erykah Badu,But You Caint Use My Phone,2015-12-19_2,2,0,2,1,2015-12-19
Erykah Badu,Icon: Erykah Badu,2010-09-18_32,32,0,32,1,2010-09-18
Erykah Badu,Live,1997-12-06_1,1,73,1,2,1997-12-06
Erykah Badu,Mama's Gun,2000-12-09_3,3,0,3,1,2000-12-09
Erykah Badu,NEW AMERYKAH: Part Two: Return Of The Ankh,2010-04-17_2,2,0,2,1,2010-04-17
Erykah Badu,New Amerykah: Part One (4th World War),2008-03-15_2,2,0,2,1,2008-03-15
Erykah Badu,World Wide Underground (EP),2003-10-04_2,2,0,2,1,2003-10-04
Esham,Dead Flowerz,1996-05-25_38,38,0,38,1,1996-05-25
Estelle,All Of Me,2012-03-17_9,9,0,9,1,2012-03-17
Estelle,Shine,2008-05-17_6,6,0,6,1,2008-05-17
Estelle,True Romance,2015-03-07_31,31,0,31,1,2015-03-07
Esther Phillips,"Alone Again, Naturally",1972-12-16_38,38,0,38,1,1972-12-16
Esther Phillips,Black-Eyed Blues,1974-01-26_33,33,41,33,2,1974-01-26
Esther Phillips,Burnin',1970-11-28_29,29,41,29,3,1970-11-28
Esther Phillips,Capricorn Princess,1977-01-15_40,40,42,40,2,1977-01-15
Esther Phillips,Confessin' The Blues,1976-02-14_38,38,42,38,3,1976-02-14
Esther Phillips,From A Whisper To A Scream,1972-03-18_33,33,48,33,4,1972-03-18
Esther Phillips,What A Diff'rence A Day Makes,1975-09-06_33,33,45,33,4,1975-09-06
Esther Phillips With Joe Beck,For All We Know,1976-04-03_38,38,42,38,4,1976-04-03
Etta James,Icon: Etta James,2012-02-04_37,37,0,37,24,2012-02-04
Etta James,Tell Mama,1968-03-16_27,27,0,27,1,1968-03-16
Etta James,The Dreamer,2012-02-11_37,37,41,37,4,2012-02-11
Eugene Wilde,Eugene Wilde,1985-01-05_32,32,51,32,4,1985-01-05
Eugene Wilde,Serenade,1985-12-21_36,36,50,36,2,1985-12-21
Eumir Deodato,First Cuckoo,1975-10-11_28,28,41,28,4,1975-10-11
Eurythmics,Sweet Dreams (Are Made Of This),1983-09-17_36,36,43,36,3,1983-09-17
Eurythmics,Touch,1984-04-14_40,40,41,40,7,1984-04-14
Eve,Eve-olution,2002-09-14_1,1,0,1,1,2002-09-14
Eve,Let There Be... EVE--Ruff Ryders' First Lady,1999-10-02_1,1,0,1,1,1999-10-02
Eve,Lip Lock,2013-06-01_7,7,0,7,1,2013-06-01
Eve,Scorpion,2001-03-24_1,1,0,1,1,2001-03-24
"Evelyn ""Champagne"" King",A Long Time Coming,1986-02-08_38,38,41,38,7,1986-02-08
"Evelyn ""Champagne"" King",Face To Face,1984-01-28_38,38,41,38,4,1984-01-28
"Evelyn ""Champagne"" King",Flirt,1988-06-11_37,37,52,37,3,1988-06-11
"Evelyn ""Champagne"" King",Get Loose,1982-09-11_39,39,0,39,1,1982-09-11
"Evelyn ""Champagne"" King",I'm In Love,1981-07-25_33,33,54,33,2,1981-07-25
"Evelyn ""Champagne"" King",Music Box,1979-04-14_30,30,0,30,1,1979-04-14
"Evelyn ""Champagne"" King",Smooth Talk,1978-06-10_39,39,49,39,3,1978-06-10
"Evelyn ""Champagne"" King",So Romantic,1984-12-01_39,39,44,39,4,1984-12-01
Evidence,Cats & Dogs,2011-10-15_10,10,0,10,1,2011-10-15
Evidence & Alchemist: Step Brothers,Lord Steppington,2014-02-08_14,14,0,14,1,2014-02-08
Ex-Girlfriend,X Marks The Spot,1991-09-28_39,39,42,39,7,1991-09-28
Expose,Exposure,1987-03-14_27,27,54,27,2,1987-03-14
F.A.T.E.,For All That's Endured,2000-06-24_35,35,45,35,2,2000-06-24
F.L.Y. (Fast Life Yungstaz),Jamboree,2009-07-11_13,13,0,13,1,2009-07-11
FLiP,"""Flip"" - The Flip Wilson Show",1971-01-16_34,34,42,34,2,1971-01-16
FLiP,"""The Devil Made Me Buy This Dress""",1970-04-04_38,38,41,38,6,1970-04-04
FLiP,Cowboys & Colored People,1967-08-26_28,28,0,28,1,1967-08-26
FLiP,You Devil You,1968-06-01_36,36,0,36,1,1968-06-01
FUTURISTIC,As Seen On The Internet,2016-09-17_10,10,0,10,1,2016-09-17
FUTURISTIC,The Rise,2015-05-30_13,13,0,13,1,2015-05-30
FUTURISTIC & Devvon Terrell,Coast 2 Coast,2016-01-16_12,12,0,12,1,2016-01-16
Fabolous,From Nothin' To Somethin',2007-06-30_1,1,0,1,1,2007-06-30
Fabolous,Ghetto Fabolous,2001-09-29_2,2,0,2,1,2001-09-29
Fabolous,More Street Dreams Pt. 2: The Mixtape,2003-11-22_9,9,0,9,1,2003-11-22
Fabolous,Real Talk,2004-11-27_2,2,93,2,2,2004-11-27
Fabolous,Street Dreams,2003-03-22_3,3,0,3,1,2003-03-22
Fabolous,The Young OG Project,2015-01-10_3,3,0,3,1,2015-01-10
Fabolous,There Is No Competition 2: The Grieving Music Mixtape,2010-09-18_9,9,0,9,1,2010-09-18
Fabolous & Jadakiss,Friday On Elm Street,2017-12-16_3,3,0,3,1,2017-12-16
Facemob,The Other Side Of The Law,1996-08-24_6,6,0,6,1,1996-08-24
Facts Of Life,Sometimes,1977-04-30_39,39,44,39,2,1977-04-30
Faith Evans,Faith,1995-09-16_5,5,0,5,1,1995-09-16
Faith Evans,Faithfully,2001-11-24_2,2,0,2,1,2001-11-24
Faith Evans,Incomparable,2014-12-13_27,27,0,27,1,2014-12-13
Faith Evans,Keep The Faith,1998-11-14_3,3,0,3,1,1998-11-14
Faith Evans,Something About Faith,2010-10-23_4,4,0,4,1,2010-10-23
Faith Evans,The First Lady,2005-04-23_1,1,0,1,1,2005-04-23
Faith Evans And The Notorious B.I.G.,The King & I,2017-06-10_31,31,0,31,1,2017-06-10
"Faith, Hope And Charity","Faith,hope And Charity",1975-09-06_39,39,44,39,3,1975-09-06
Falco,Falco 3,1986-03-29_37,37,64,37,2,1986-03-29
Famous Dex,Dex Meets Dexter,2018-04-21_10,10,0,10,1,2018-04-21
Fantasia,Back To Me,2010-09-11_1,1,0,1,1,2010-09-11
Fantasia,Fantasia,2006-12-30_3,3,0,3,1,2006-12-30
Fantasia,Free Yourself,2004-12-11_2,2,0,2,1,2004-12-11
Fantasia,Side Effects Of You,2013-05-11_1,1,0,1,1,2013-05-11
Fantasia,The Definition Of...,2016-08-20_2,2,0,2,1,2016-08-20
Fantastic Four,Alvin Stone :birth & Death Of A Gangster,1975-07-12_36,36,45,36,6,1975-07-12
Fashawn,The Ecology,2015-03-14_35,35,46,35,2,2015-03-14
Fat Boys,Big and Beautiful,1986-05-24_20,20,0,20,1,1986-05-24
Fat Boys,Coming Back Hard Again,1988-07-30_36,36,43,36,3,1988-07-30
Fat Boys,Crushin',1987-06-20_21,21,41,21,2,1987-06-20
Fat Boys,Fat Boys,1984-12-08_32,32,45,32,2,1984-12-08
Fat Boys,The Fat Boys Are Back,1985-08-17_37,37,0,37,1,1985-08-17
Fat Joe,All Or Nothing,2005-07-02_2,2,0,2,1,2005-07-02
Fat Joe,Don Cartagena,1998-09-19_2,2,73,2,2,1998-09-19
Fat Joe,J.O.S.E. : Jealous Ones Still Envy,2001-12-22_6,6,0,6,1,2001-12-22
Fat Joe,Jealous One's Envy,1995-11-11_7,7,0,7,1,1995-11-11
Fat Joe,Jealous One's Still Envy (J.O.S.E. 2),2009-10-24_9,9,0,9,1,2009-10-24
Fat Joe,Loyalty,2002-11-30_11,11,0,11,1,2002-11-30
Fat Joe,"Me, Myself & I",2006-12-02_3,3,0,3,1,2006-12-02
Fat Joe,The Darkside: Vol. 1,2010-08-14_9,9,0,9,1,2010-08-14
Fat Joe,The Elephant In The Room,2008-03-29_3,3,0,3,1,2008-03-29
Fat Joe & Remy Ma,Plata O Plomo,2017-03-11_19,19,0,19,1,2017-03-11
Fat Pat,Ghetto Dreams,1998-03-21_39,39,0,39,1,1998-03-21
Fatal,In The Line Of Fire,1998-04-18_10,10,0,10,1,1998-04-18
Father M.C.,Close To You,1992-09-26_39,39,59,39,3,1992-09-26
Father M.C.,Father's Day,1990-12-08_35,35,43,35,3,1990-12-08
Fattburger,One Of A Kind,1986-11-29_39,39,49,39,8,1986-11-29
Fatty Koo,House Of Fatty Koo,2005-07-30_22,22,0,22,1,2005-07-30
Faze-O,Good Thang,1978-11-11_40,40,49,40,2,1978-11-11
Faze-O,Riding High,1978-03-18_38,38,45,38,5,1978-03-18
Felly,Young Fel,2016-08-13_21,21,0,21,1,2016-08-13
Fetty Wap,Fetty Wap,2015-10-17_1,1,0,1,1,2015-10-17
Field Mob,613: Ashy To Classy,2000-12-30_35,35,0,35,1,2000-12-30
Field Mob,From Tha Roota To Tha Toota,2002-11-09_4,4,0,4,1,2002-11-09
Field Mob,Light Poles And Pine Trees,2006-07-08_2,2,0,2,1,2006-07-08
Fiend,Street Life,1999-07-24_1,1,86,1,2,1999-07-24
Fiend,There's One In Every Family,1998-05-23_1,1,76,1,2,1998-05-23
Fifth Ward Juvenilz,Deadly Groundz,1995-07-08_30,30,0,30,1,1995-07-08
First Choice,The Player,1974-11-23_40,40,48,40,3,1974-11-23
Five Star,Luxury Of Life,1985-09-21_40,40,51,40,4,1985-09-21
Five Star,Silk & Steel,1986-09-27_33,33,50,33,2,1986-09-27
Flatbush Zombies,3001: A Laced Odyssey,2016-04-02_2,2,0,2,1,2016-04-02
Flatbush Zombies,Vacation In Hell,2018-04-21_9,9,0,9,1,2018-04-21
Flesh-N-Bone,5th Dog Let Loose,2000-10-28_30,30,0,30,1,2000-10-28
Flesh-N-Bone,T.H.U.G.S. Trues Humbly United Gatherin' Souls,1996-12-07_8,8,0,8,1,1996-12-07
Flo Rida,Mail On Sunday,2008-04-05_3,3,0,3,1,2008-04-05
Flo Rida,My House (EP),2015-04-25_10,10,0,10,1,2015-04-25
Flo Rida,Only 1 Flo Part 1 (EP),2010-12-18_21,21,0,21,1,2010-12-18
Flo Rida,R.O.O.T.S. (Route Of Overcoming The Struggle),2009-04-18_6,6,0,6,1,2009-04-18
Flobots,Fight With Tools,2008-06-07_8,8,0,8,1,2008-06-07
Floetry,Flo' Ology,2005-11-26_2,2,0,2,1,2005-11-26
Floetry,"Floacism ""Live""",2003-12-06_11,11,0,11,1,2003-12-06
Floetry,Floetic,2002-10-19_4,4,0,4,1,2002-10-19
Flora Purim,Open Your Eyes You Can Fly,1976-05-15_39,39,49,39,2,1976-05-15
Fontella Bass,The New Look,1966-03-12_19,19,0,19,1,1966-03-12
Force M.D.'s,Chillin',1986-02-08_29,29,48,29,2,1986-02-08
Force M.D.'s,Love Letters,1984-12-01_38,38,46,38,3,1984-12-01
Force M.D.'s,Touch And Go,1987-08-22_28,28,42,28,2,1987-08-22
Fort Minor,The Rising Tied,2005-12-10_28,28,0,28,1,2005-12-10
Foster Sylvers,Foster Sylvers,1973-07-21_40,40,44,40,3,1973-07-21
Four Tops,4 Tops On Broadway,1967-04-08_24,24,0,24,1,1967-04-08
Four Tops,4 Tops On Top,1966-08-27_15,15,0,15,1,1966-08-27
Four Tops,Catfish,1976-10-30_38,38,46,38,2,1976-10-30
Four Tops,Changing Times,1970-10-24_29,29,0,29,1,1970-10-24
Four Tops,Four Tops,1965-02-27_10,10,0,10,1,1965-02-27
Four Tops,Four Tops Live!,1966-12-17_25,25,0,25,1,1966-12-17
Four Tops,Four Tops Now!,1969-07-26_38,38,49,38,2,1969-07-26
Four Tops,Four Tops Reach Out,1967-08-12_16,16,0,16,1,1967-08-12
Four Tops,Four Tops Second Album,1965-12-04_7,7,0,7,1,1965-12-04
Four Tops,Keeper Of The Castle,1972-11-18_39,39,0,39,1,1972-11-18
Four Tops,Live & In Concert,1974-11-16_36,36,41,36,2,1974-11-16
Four Tops,Magic,1985-07-06_39,39,44,39,2,1985-07-06
Four Tops,Main Street People,1973-09-29_40,40,50,40,2,1973-09-29
Four Tops,Meeting Of The Minds,1974-05-04_40,40,50,40,2,1974-05-04
Four Tops,Nature Planned It,1972-08-26_10,10,0,10,1,1972-08-26
Four Tops,Night Lights Harmony,1975-06-14_39,39,0,39,1,1975-06-14
Four Tops,Soul Spin,1969-12-27_39,39,44,39,3,1969-12-27
Four Tops,Still Waters Run Deep,1970-04-11_36,36,45,36,2,1970-04-11
Four Tops,Tonight,1981-09-19_25,25,48,25,2,1981-09-19
Four Tops,Yesterday's Dreams,1968-10-12_19,19,41,19,2,1968-10-12
Fourplay,Between The Sheets,1993-09-04_15,15,0,15,1,1993-09-04
Fourplay,Fourplay,1991-11-09_39,39,47,39,3,1991-11-09
Fourplay,Heartfelt,2002-08-10_39,39,0,39,1,2002-08-10
Fourplay,Journey,2004-07-10_34,34,0,34,1,2004-07-10
Foxx,Street Gossip,2007-10-20_21,21,0,21,1,2007-10-20
Foxy,Get Off,1978-07-29_36,36,46,36,2,1978-07-29
Foxy,Hot Numbers,1979-04-28_30,30,60,30,2,1979-04-28
Foxy Brown,Broken Silence,2001-08-04_3,3,0,3,1,2001-08-04
Foxy Brown,Brooklyn's Don Diva,2008-05-31_5,5,0,5,1,2008-05-31
Foxy Brown,Chyna Doll,1999-02-13_1,1,61,1,2,1999-02-13
Foxy Brown,Ill Na Na,1996-12-07_2,2,0,2,1,1996-12-07
France Joli,France Joli,1979-10-13_40,40,60,40,2,1979-10-13
Frank Ocean,Blonde,2016-09-10_1,1,0,1,1,2016-09-10
Frank Ocean,Channel Orange,2012-07-28_1,1,0,1,1,2012-07-28
Frankie Cutlass,Politics & Bullsh*t,1997-03-01_33,33,0,33,1,1997-03-01
Frankie J,Priceless,2006-11-04_17,17,0,17,1,2006-11-04
Frankie J,The One,2005-04-09_3,3,0,3,1,2005-04-09
Frankie J,What's A Man To Do?,2003-06-14_33,33,0,33,1,2003-06-14
Frankie Smith,Children Of Tomorrow,1981-08-08_24,24,45,24,2,1981-08-08
Frayser Boy,Da Key,2008-06-07_22,22,0,22,1,2008-06-07
Frayser Boy,Gone On That Bay,2003-09-13_23,23,0,23,1,2003-09-13
Frayser Boy,Me Being Me,2005-07-30_24,24,0,24,1,2005-07-30
Fred & The New J.B.'s,Breakin' Bread,1975-02-08_39,39,49,39,2,1975-02-08
Fred Hammond,Somethin' 'Bout Love,2004-06-26_4,4,0,4,1,2004-06-26
Fred Hammond,Speak Those Things: POL Chapter 3,2002-09-28_13,13,0,13,1,2002-09-28
Fred Hammond & Radical For Christ,Purpose By Design,2000-04-08_18,18,0,18,1,2000-04-08
Fred Wesley & The Horny Horns,A Blow For Me A Toot For You,1977-05-07_39,39,49,39,2,1977-05-07
Fred Wesley & The J.B.'s,Damn Right I Am Somebody,1974-06-22_36,36,44,36,3,1974-06-22
Freda Payne,Band Of Gold,1970-08-22_26,26,43,26,2,1970-08-22
Freda Payne,Contact,1971-06-19_29,29,0,29,1,1971-06-19
Freddie Gibbs,ESGN,2013-07-06_24,24,0,24,1,2013-07-06
Freddie Gibbs,Shadow Of A Doubt,2015-12-12_11,11,0,11,1,2015-12-12
Freddie Gibbs & Madlib,Pinata,2014-04-05_11,11,0,11,1,2014-04-05
Freddie Hubbard,Backlash,1967-07-08_27,27,0,27,1,1967-07-08
Freddie Hubbard,First Light,1972-01-08_27,27,0,27,1,1972-01-08
Freddie Hubbard,High Energy,1974-11-23_36,36,44,36,4,1974-11-23
Freddie Hubbard,Keep Your Soul Together,1974-02-16_38,38,42,38,4,1974-02-16
Freddie Hubbard,Liquid Love,1975-08-09_28,28,42,28,2,1975-08-09
Freddie Hubbard,Polar AC,1975-05-31_36,36,45,36,6,1975-05-31
Freddie Hubbard,Sky Dive,1973-04-07_36,36,42,36,2,1973-04-07
Freddie Hubbard,Straight Life,1971-04-10_39,39,43,39,4,1971-04-10
Freddie Hubbard,The Baddest Hubbard,1975-01-04_34,34,44,34,4,1975-01-04
Freddie Hubbard,Windjammer,1976-09-11_36,36,48,36,2,1976-09-11
"Freddie Hubbard With Joe Henderson, Herbie Hancock, Ron Carter, Lenny White",Red Clay,1970-08-08_40,40,43,40,6,1970-08-08
Freddie Jackson,10 Great Songs,2012-02-18_40,40,72,40,11,2012-02-18
Freddie Jackson,Diamond Collection,2009-09-12_40,40,0,40,1,2009-09-12
Freddie Jackson,Do Me Again,1990-12-01_22,22,0,22,1,1990-12-01
Freddie Jackson,Don't Let Love Slip Away,1988-08-13_17,17,0,17,1,1988-08-13
Freddie Jackson,Here It Is,1994-02-05_11,11,0,11,1,1994-02-05
Freddie Jackson,Just Like The First Time,1986-11-15_11,11,42,11,2,1986-11-15
Freddie Jackson,Private Party,1995-03-18_28,28,0,28,1,1995-03-18
Freddie Jackson,Rock Me Tonight,1985-05-25_20,20,0,20,1,1985-05-25
Freddie Jackson,Time For Love,1992-09-12_20,20,46,20,3,1992-09-12
Freddie Jackson,Transitions,2006-10-14_26,26,0,26,1,2006-10-14
Freddie Scott,Are You Lonely For Me,1967-03-25_24,24,0,24,1,1967-03-25
Fredro Starr,Firestarr,2001-03-03_18,18,0,18,1,2001-03-03
Freeway,Diamond In The Ruff,2012-12-15_40,40,0,40,1,2012-12-15
Freeway,Free At Last,2007-12-08_5,5,0,5,1,2007-12-08
Freeway,Philadelphia Freeway,2003-03-15_3,3,62,3,2,2003-03-15
Freeway,Philadelphia Freeway 2,2009-06-06_19,19,0,19,1,2009-06-06
Freeway & Jake One,The Stimulus Package,2010-03-06_19,19,0,19,1,2010-03-06
French Montana,Excuse My French,2013-06-08_1,1,0,1,1,2013-06-08
French Montana,Jungle Rules,2017-08-05_3,3,0,3,1,2017-08-05
Frost,"Smile Now, Die Later",1995-11-11_37,37,0,37,1,1995-11-11
Frost,Still Up In This S#*+!,2002-05-11_36,36,0,36,1,2002-05-11
Fu-Schnickens,F.U.- Don't Take It Personal,1992-04-11_35,35,43,35,4,1992-04-11
Fu-Schnickens,Nervous Breakdown,1994-11-12_19,19,0,19,1,1994-11-12
Fugees,The Score,1996-03-02_2,2,0,2,1,1996-03-02
Full Blooded,Memorial Day,1998-12-19_20,20,0,20,1,1998-12-19
Full Force,Full Force,1986-01-18_30,30,42,30,11,1986-01-18
Full Force,Full Force Get Busy One Time,1986-08-23_35,35,52,35,2,1986-08-23
Full Force,Guess Who's Comin' To The Crib?,1987-12-19_30,30,50,30,4,1987-12-19
Funk Inc,Priced To Sell,1975-01-25_37,37,48,37,3,1975-01-25
Funk Inc,Superfunk,1974-01-05_36,36,41,36,3,1974-01-05
Funkadelic,America Eats Its Young,1972-06-24_28,28,0,28,1,1972-06-24
Funkadelic,Cosmic Slop,1973-08-04_32,32,45,32,3,1973-08-04
Funkadelic,Free Your Mind...And Your Ass Will Follow,1970-11-14_38,38,45,38,2,1970-11-14
Funkadelic,Funkadelic,1970-04-04_34,34,43,34,2,1970-04-04
Funkadelic,Hardcore Jollies,1976-11-27_25,25,0,25,1,1976-11-27
Funkadelic,Let's Take It To The Stage,1975-07-26_39,39,51,39,4,1975-07-26
Funkadelic,Maggot Brain,1971-08-07_35,35,0,35,1,1971-08-07
Funkadelic,One Nation Under A Groove,1978-10-07_24,24,0,24,1,1978-10-07
Funkadelic,Standing On The Verge Of Getting It On,1974-08-17_35,35,44,35,2,1974-08-17
Funkadelic,Tales Of Kidd Funkadelic,1976-10-09_39,39,57,39,2,1976-10-09
Funkadelic,Uncle Jam Wants You,1979-10-20_30,30,0,30,1,1979-10-20
Funkdoobiest,Brothas Doobie,1995-07-22_35,35,0,35,1,1995-07-22
Funkdoobiest,Which Doobie U B?,1993-05-22_19,19,0,19,1,1993-05-22
Funkmaster Flex,Funkmaster Flex The Mix Tape Volume II: 60 Minutes Of Funk,1997-03-01_2,2,0,2,1,1997-03-01
Funkmaster Flex,Funkmaster Flex The Mix Tape Volume III: 60 Minutes Of Funk The Final Chapt,1998-08-29_2,2,0,2,1,1998-08-29
Funkmaster Flex,Funkmaster Flex: 60 Minutes Of Funk,1995-11-25_24,24,0,24,1,1995-11-25
Funkmaster Flex,"Funkmaster Flex: 60 Minutes Of Funk, Volume IV: The Mixtape",2000-12-23_5,5,0,5,1,2000-12-23
Funkmaster Flex & Big Kap,The Tunnel,1999-12-25_3,3,0,3,1,1999-12-25
Future,BEASTMODE 2,2018-07-21_3,3,0,3,1,2018-07-21
Future,DS2,2015-08-08_1,1,0,1,1,2015-08-08
Future,EVOL,2016-02-27_1,1,0,1,1,2016-02-27
Future,FUTURE,2017-03-11_1,1,0,1,1,2017-03-11
Future,HNDRXX,2017-03-18_1,1,0,1,1,2017-03-18
Future,Honest,2014-05-10_1,1,0,1,1,2014-05-10
Future,Pluto,2012-05-05_2,2,0,2,1,2012-05-05
Future,Purple Reign,2016-02-06_39,39,0,39,1,2016-02-06
Future & Juice WRLD,Future & Juice WRLD Present... WRLD ON DRUGS,2018-11-03_1,1,0,1,1,2018-11-03
Future & Young Thug,Super Slimey,2017-11-11_1,1,0,1,1,2017-11-11
G Herbo,Humble Beast,2017-10-14_14,14,0,14,1,2017-10-14
G Herbo & Southside,Swervo,2018-08-11_8,8,0,8,1,2018-08-11
G Unit,Beg For Mercy,2003-11-29_2,2,0,2,1,2003-11-29
G Unit,T*O*S (Terminate On Sight),2008-07-19_2,2,0,2,1,2008-07-19
G Unit,The Beast (EP),2015-03-21_3,3,0,3,1,2015-03-21
G Unit,The Beauty Of Independence (EP),2014-09-13_5,5,0,5,1,2014-09-13
G-Eazy,Must Be Nice,2012-10-13_33,33,0,33,1,2012-10-13
G-Eazy,The Beautiful & Damned,2018-01-06_3,3,2,2,2,2018-01-06
G-Eazy,These Things Happen,2014-07-12_1,1,0,1,1,2014-07-12
G-Eazy,When It's Dark Out,2015-12-26_1,1,0,1,1,2015-12-26
G-Eazy x Carnage,Step Brothers (EP),2017-04-22_36,36,0,36,1,2017-04-22
G-Mo Skee,My Filthy Spirit Bomb,2016-12-24_10,10,0,10,1,2016-12-24
G. Dep,Child Of The Ghetto,2001-12-08_23,23,0,23,1,2001-12-08
GQ,Disco Nights,1979-03-31_37,37,0,37,1,1979-03-31
GQ,Face To Face,1981-11-28_38,38,48,38,2,1981-11-28
GQ,Two,1980-04-12_27,27,0,27,1,1980-04-12
GZA/Genius,Beneath The Surface,1999-07-17_1,1,99,1,2,1999-07-17
GZA/Genius,Legend Of The Liquid Sword,2002-12-28_21,21,0,21,1,2002-12-28
GZA/Genius,Pro Tools,2008-09-06_13,13,0,13,1,2008-09-06
Gabor Szabo,Spellbinder,1966-12-31_21,21,0,21,1,1966-12-31
Gallant,Ology,2016-04-23_39,39,0,39,1,2016-04-23
Gambino Family,Ghetto Organized,1998-11-07_3,3,0,3,1,1998-11-07
Gang Starr,Daily Operation,1992-05-30_29,29,57,29,2,1992-05-30
Gang Starr,Full Clip: A Decade Of Gang Starr,1999-07-31_11,11,0,11,1,1999-07-31
Gang Starr,Hard To Earn,1994-03-26_2,2,0,2,1,1994-03-26
Gang Starr,Moment Of Truth,1998-04-18_1,1,69,1,2,1998-04-18
Gang Starr,Step In The Arena,1991-03-02_30,30,41,30,4,1991-03-02
Gang Starr,The Ownerz,2003-07-12_5,5,0,5,1,2003-07-12
Gangsta Boo,"Both Worlds, *69",2001-08-18_8,8,0,8,1,2001-08-18
Gangsta Boo,Enquiring Minds,1998-10-17_15,15,0,15,1,1998-10-17
Ganksta NIP,Psychic Thoughts,1993-07-17_34,34,0,34,1,1993-07-17
Ganksta NIP,Psychotic Genius,1996-03-09_32,32,0,32,1,1996-03-09
